ID,text,image,label,class
2112,positive,positive,positive,2
2114,negative,negative,negative,0
2115,neutral,negative,negative,0
2117,positive,positive,positive,2
2118,negative,negative,negative,0
2119,negative,neutral,negative,0
2124,negative,negative,negative,0
2125,negative,negative,negative,0
2126,negative,negative,negative,0
2127,negative,negative,negative,0
2128,negative,negative,negative,0
2129,negative,neutral,negative,0
2130,positive,positive,positive,2
2131,negative,negative,negative,0
2132,positive,positive,positive,2
2133,positive,positive,positive,2
2134,positive,positive,positive,2
2135,positive,positive,positive,2
2136,positive,positive,positive,2
2137,positive,positive,positive,2
2138,positive,positive,positive,2
2139,positive,neutral,positive,2
2140,positive,positive,positive,2
2141,positive,positive,positive,2
2142,positive,positive,positive,2
2143,neutral,neutral,neutral,1
2144,positive,positive,positive,2
2145,positive,positive,positive,2
2146,positive,neutral,positive,2
2147,negative,negative,negative,0
2149,positive,neutral,positive,2
2152,positive,positive,positive,2
2153,neutral,neutral,neutral,1
2154,negative,negative,negative,0
2155,positive,positive,positive,2
2156,negative,negative,negative,0
2157,neutral,neutral,neutral,1
2158,neutral,negative,negative,0
2159,neutral,positive,positive,2
2160,positive,neutral,positive,2
2161,positive,positive,positive,2
2163,negative,negative,negative,0
2164,positive,positive,positive,2
2165,neutral,neutral,neutral,1
2166,neutral,positive,positive,2
2167,negative,neutral,negative,0
2168,positive,positive,positive,2
2311,neutral,neutral,neutral,1
2312,neutral,negative,negative,0
2313,negative,negative,negative,0
2314,neutral,positive,positive,2
2318,neutral,neutral,neutral,1
2319,neutral,neutral,neutral,1
2320,negative,negative,negative,0
2321,positive,positive,positive,2
2322,positive,positive,positive,2
2323,neutral,positive,positive,2
2324,positive,neutral,positive,2
2325,neutral,positive,positive,2
2326,negative,negative,negative,0
2327,positive,positive,positive,2
2328,negative,negative,negative,0
2329,negative,negative,negative,0
2330,negative,negative,negative,0
2331,positive,positive,positive,2
2332,neutral,positive,positive,2
2333,negative,negative,negative,0
2334,negative,neutral,negative,0
2335,negative,negative,negative,0
2336,positive,positive,positive,2
2337,neutral,positive,positive,2
2339,neutral,negative,negative,0
2340,negative,negative,negative,0
2345,negative,negative,negative,0
2348,positive,positive,positive,2
2349,positive,positive,positive,2
2350,negative,negative,negative,0
2351,positive,positive,positive,2
2354,negative,negative,negative,0
2356,negative,negative,negative,0
2357,positive,positive,positive,2
2358,positive,positive,positive,2
2359,negative,negative,negative,0
2360,negative,neutral,negative,0
2361,neutral,neutral,neutral,1
2362,negative,negative,negative,0
2363,neutral,negative,negative,0
2364,positive,neutral,positive,2
2365,positive,positive,positive,2
2366,neutral,neutral,neutral,1
2367,neutral,neutral,neutral,1
2368,neutral,positive,positive,2
2369,neutral,neutral,neutral,1
2370,neutral,neutral,neutral,1
2371,neutral,neutral,neutral,1
2372,neutral,positive,positive,2
2373,positive,positive,positive,2
2374,neutral,neutral,neutral,1
2375,neutral,neutral,neutral,1
2376,positive,positive,positive,2
2377,neutral,positive,positive,2
2378,neutral,positive,positive,2
2379,neutral,neutral,neutral,1
2380,positive,positive,positive,2
2381,neutral,positive,positive,2
2382,neutral,positive,positive,2
2383,positive,positive,positive,2
2384,positive,positive,positive,2
2386,positive,neutral,positive,2
2387,neutral,negative,negative,0
2388,neutral,neutral,neutral,1
2389,neutral,neutral,neutral,1
2403,negative,negative,negative,0
2404,negative,negative,negative,0
2424,positive,positive,positive,2
2425,positive,neutral,positive,2
2426,positive,positive,positive,2
2427,neutral,positive,positive,2
2428,positive,positive,positive,2
2429,negative,negative,negative,0
2430,positive,positive,positive,2
2431,neutral,positive,positive,2
2432,neutral,positive,positive,2
2433,neutral,positive,positive,2
2434,positive,positive,positive,2
2435,neutral,neutral,neutral,1
2436,positive,positive,positive,2
2437,neutral,positive,positive,2
2438,positive,positive,positive,2
2439,neutral,neutral,neutral,1
2440,positive,positive,positive,2
2441,positive,positive,positive,2
2442,neutral,positive,positive,2
2443,neutral,positive,positive,2
2444,positive,positive,positive,2
2445,neutral,positive,positive,2
2446,neutral,positive,positive,2
2447,neutral,neutral,neutral,1
2448,neutral,neutral,neutral,1
2449,positive,positive,positive,2
2450,neutral,neutral,neutral,1
2451,neutral,negative,negative,0
2452,neutral,neutral,neutral,1
2453,neutral,neutral,neutral,1
2454,neutral,neutral,neutral,1
2455,neutral,negative,negative,0
2456,positive,positive,positive,2
2458,positive,positive,positive,2
2459,neutral,neutral,neutral,1
2460,positive,positive,positive,2
2462,negative,negative,negative,0
2463,negative,negative,negative,0
2464,negative,negative,negative,0
2465,positive,positive,positive,2
2468,positive,positive,positive,2
2469,positive,positive,positive,2
2470,positive,positive,positive,2
2471,positive,positive,positive,2
2472,positive,positive,positive,2
2473,neutral,positive,positive,2
2474,negative,negative,negative,0
2476,neutral,negative,negative,0
2478,negative,negative,negative,0
2479,neutral,positive,positive,2
2480,negative,negative,negative,0
2488,neutral,positive,positive,2
2489,neutral,positive,positive,2
2490,neutral,positive,positive,2
2491,positive,positive,positive,2
2492,positive,neutral,positive,2
2493,positive,positive,positive,2
2494,positive,positive,positive,2
2496,negative,neutral,negative,0
2497,positive,neutral,positive,2
2498,positive,positive,positive,2
2499,neutral,neutral,neutral,1
2500,positive,neutral,positive,2
2501,positive,neutral,positive,2
2502,positive,positive,positive,2
2503,neutral,positive,positive,2
2504,positive,positive,positive,2
2505,positive,positive,positive,2
2506,positive,positive,positive,2
2507,positive,positive,positive,2
2508,positive,positive,positive,2
2509,positive,positive,positive,2
2510,positive,positive,positive,2
2513,positive,positive,positive,2
2514,neutral,negative,negative,0
2524,negative,neutral,negative,0
2525,neutral,positive,positive,2
2526,negative,neutral,negative,0
2527,neutral,positive,positive,2
2528,negative,negative,negative,0
2529,positive,positive,positive,2
2530,neutral,positive,positive,2
2531,neutral,positive,positive,2
2532,positive,positive,positive,2
2533,neutral,positive,positive,2
2534,neutral,positive,positive,2
2535,positive,positive,positive,2
2536,positive,positive,positive,2
2537,positive,positive,positive,2
2538,positive,neutral,positive,2
2540,positive,positive,positive,2
2541,positive,positive,positive,2
2542,positive,positive,positive,2
2543,positive,positive,positive,2
2544,positive,positive,positive,2
2546,neutral,positive,positive,2
2547,negative,negative,negative,0
2548,negative,negative,negative,0
2550,negative,negative,negative,0
2551,negative,negative,negative,0
2552,neutral,neutral,neutral,1
2553,neutral,positive,positive,2
2555,positive,positive,positive,2
2556,positive,positive,positive,2
2557,neutral,positive,positive,2
2558,neutral,positive,positive,2
2559,positive,positive,positive,2
2560,neutral,positive,positive,2
2561,neutral,neutral,neutral,1
2562,positive,positive,positive,2
2564,neutral,negative,negative,0
2567,negative,negative,negative,0
2568,neutral,positive,positive,2
2569,neutral,positive,positive,2
2570,neutral,positive,positive,2
2571,neutral,positive,positive,2
2572,neutral,neutral,neutral,1
2573,positive,positive,positive,2
2574,neutral,positive,positive,2
2575,positive,positive,positive,2
2576,neutral,positive,positive,2
2577,negative,negative,negative,0
2578,negative,neutral,negative,0
2580,positive,neutral,positive,2
2581,negative,negative,negative,0
2583,positive,positive,positive,2
2584,negative,neutral,negative,0
2585,negative,neutral,negative,0
2586,negative,negative,negative,0
2587,positive,positive,positive,2
2588,neutral,positive,positive,2
2589,neutral,positive,positive,2
2590,positive,positive,positive,2
2591,positive,positive,positive,2
2592,neutral,positive,positive,2
2593,positive,positive,positive,2
2594,positive,neutral,positive,2
2595,positive,positive,positive,2
2596,neutral,positive,positive,2
2597,neutral,positive,positive,2
2598,positive,positive,positive,2
2599,neutral,neutral,neutral,1
2600,positive,positive,positive,2
2601,positive,positive,positive,2
2602,negative,negative,negative,0
2603,negative,negative,negative,0
2604,neutral,positive,positive,2
2605,negative,negative,negative,0
2606,negative,negative,negative,0
2607,positive,positive,positive,2
2608,positive,positive,positive,2
2609,positive,positive,positive,2
2610,positive,positive,positive,2
2612,positive,positive,positive,2
2613,positive,positive,positive,2
2614,neutral,positive,positive,2
2615,neutral,neutral,neutral,1
2617,negative,negative,negative,0
2618,negative,negative,negative,0
2619,negative,neutral,negative,0
2620,positive,positive,positive,2
2621,positive,positive,positive,2
2623,positive,neutral,positive,2
2624,neutral,positive,positive,2
2626,positive,positive,positive,2
2627,positive,positive,positive,2
2628,positive,positive,positive,2
2633,negative,negative,negative,0
2634,neutral,positive,positive,2
2635,negative,neutral,negative,0
2636,neutral,neutral,neutral,1
2639,negative,neutral,negative,0
2641,negative,negative,negative,0
2643,negative,negative,negative,0
2645,negative,neutral,negative,0
2646,neutral,neutral,neutral,1
2648,neutral,positive,positive,2
2650,negative,neutral,negative,0
2651,negative,negative,negative,0
2654,negative,neutral,negative,0
2655,neutral,neutral,neutral,1
2656,neutral,positive,positive,2
2657,neutral,positive,positive,2
2658,neutral,neutral,neutral,1
2659,neutral,positive,positive,2
2660,neutral,positive,positive,2
2661,neutral,positive,positive,2
2662,negative,negative,negative,0
2663,negative,negative,negative,0
2664,negative,negative,negative,0
2665,neutral,neutral,neutral,1
2666,negative,negative,negative,0
2667,negative,negative,negative,0
2668,negative,negative,negative,0
2669,positive,positive,positive,2
2670,negative,negative,negative,0
2671,negative,negative,negative,0
2672,negative,negative,negative,0
2673,negative,negative,negative,0
2674,negative,negative,negative,0
2675,neutral,negative,negative,0
2676,positive,positive,positive,2
2677,positive,positive,positive,2
2683,neutral,positive,positive,2
2684,neutral,neutral,neutral,1
2685,negative,negative,negative,0
2686,positive,positive,positive,2
2687,neutral,neutral,neutral,1
2688,negative,negative,negative,0
2689,negative,negative,negative,0
2690,negative,negative,negative,0
2691,negative,negative,negative,0
2692,negative,negative,negative,0
2693,negative,negative,negative,0
2694,positive,neutral,positive,2
2695,positive,neutral,positive,2
2696,neutral,neutral,neutral,1
2699,negative,negative,negative,0
2700,neutral,neutral,neutral,1
2701,neutral,positive,positive,2
2703,negative,neutral,negative,0
2704,negative,negative,negative,0
2705,neutral,neutral,neutral,1
2706,neutral,negative,negative,0
2707,neutral,positive,positive,2
2708,neutral,neutral,neutral,1
2709,neutral,positive,positive,2
2710,neutral,neutral,neutral,1
2711,positive,positive,positive,2
2712,negative,neutral,negative,0
2713,neutral,neutral,neutral,1
2714,negative,negative,negative,0
2715,neutral,positive,positive,2
2716,neutral,positive,positive,2
2717,neutral,neutral,neutral,1
2718,negative,negative,negative,0
2719,neutral,positive,positive,2
2720,neutral,neutral,neutral,1
2721,neutral,neutral,neutral,1
2723,neutral,neutral,neutral,1
2724,neutral,neutral,neutral,1
2725,neutral,neutral,neutral,1
2726,neutral,neutral,neutral,1
2727,neutral,neutral,neutral,1
2728,neutral,neutral,neutral,1
2729,neutral,positive,positive,2
2730,neutral,neutral,neutral,1
2731,neutral,neutral,neutral,1
2732,neutral,neutral,neutral,1
2734,neutral,neutral,neutral,1
2735,positive,positive,positive,2
2736,neutral,neutral,neutral,1
2737,neutral,neutral,neutral,1
2738,neutral,neutral,neutral,1
2739,neutral,positive,positive,2
2740,positive,positive,positive,2
2741,negative,negative,negative,0
2742,negative,neutral,negative,0
2743,neutral,negative,negative,0
2744,positive,positive,positive,2
2745,neutral,neutral,neutral,1
2746,negative,negative,negative,0
2747,negative,negative,negative,0
2748,positive,positive,positive,2
2749,neutral,positive,positive,2
2750,positive,positive,positive,2
2751,positive,positive,positive,2
2752,positive,positive,positive,2
2753,positive,positive,positive,2
2755,neutral,neutral,neutral,1
2757,positive,positive,positive,2
2758,positive,positive,positive,2
2760,neutral,positive,positive,2
2761,neutral,neutral,neutral,1
2762,neutral,neutral,neutral,1
2763,neutral,negative,negative,0
2764,neutral,neutral,neutral,1
2765,neutral,positive,positive,2
2766,negative,negative,negative,0
2767,positive,positive,positive,2
2768,positive,positive,positive,2
2769,positive,positive,positive,2
2770,positive,positive,positive,2
2771,positive,positive,positive,2
2772,positive,positive,positive,2
2773,positive,positive,positive,2
2774,negative,negative,negative,0
2775,positive,positive,positive,2
2776,neutral,positive,positive,2
2778,positive,positive,positive,2
2780,positive,positive,positive,2
2781,positive,positive,positive,2
2782,positive,positive,positive,2
2783,negative,negative,negative,0
2784,neutral,neutral,neutral,1
2785,neutral,positive,positive,2
2786,neutral,neutral,neutral,1
2787,neutral,neutral,neutral,1
2788,neutral,neutral,neutral,1
2789,positive,positive,positive,2
2790,neutral,neutral,neutral,1
2791,neutral,positive,positive,2
2792,neutral,negative,negative,0
2793,neutral,neutral,neutral,1
2794,negative,negative,negative,0
2795,positive,positive,positive,2
2796,neutral,neutral,neutral,1
2797,positive,positive,positive,2
2798,positive,positive,positive,2
2799,positive,positive,positive,2
2800,positive,positive,positive,2
2801,negative,negative,negative,0
2803,positive,positive,positive,2
2804,neutral,neutral,neutral,1
2806,positive,positive,positive,2
2807,positive,positive,positive,2
2808,positive,positive,positive,2
2809,negative,neutral,negative,0
2810,negative,negative,negative,0
2811,positive,positive,positive,2
2812,negative,negative,negative,0
2813,positive,positive,positive,2
2814,positive,positive,positive,2
2815,neutral,positive,positive,2
2816,negative,negative,negative,0
2817,neutral,negative,negative,0
2819,neutral,positive,positive,2
2820,positive,positive,positive,2
2821,positive,neutral,positive,2
2822,neutral,positive,positive,2
2823,negative,negative,negative,0
2826,positive,positive,positive,2
2827,neutral,positive,positive,2
2829,neutral,neutral,neutral,1
2830,positive,positive,positive,2
2832,neutral,neutral,neutral,1
2833,neutral,neutral,neutral,1
2836,negative,negative,negative,0
2838,neutral,positive,positive,2
2839,negative,negative,negative,0
2840,negative,negative,negative,0
2841,neutral,negative,negative,0
2842,negative,negative,negative,0
2843,negative,negative,negative,0
2844,negative,negative,negative,0
2845,neutral,positive,positive,2
2848,negative,neutral,negative,0
2850,positive,positive,positive,2
2851,positive,positive,positive,2
2852,positive,positive,positive,2
2853,positive,positive,positive,2
2854,positive,positive,positive,2
2855,positive,positive,positive,2
2856,positive,positive,positive,2
2858,positive,positive,positive,2
2859,positive,positive,positive,2
2860,neutral,positive,positive,2
2861,positive,positive,positive,2
2862,neutral,neutral,neutral,1
2863,positive,positive,positive,2
2864,neutral,neutral,neutral,1
2865,negative,negative,negative,0
2867,positive,positive,positive,2
2868,neutral,neutral,neutral,1
2869,neutral,neutral,neutral,1
2870,neutral,positive,positive,2
2871,positive,positive,positive,2
2872,positive,positive,positive,2
2873,neutral,positive,positive,2
2874,neutral,positive,positive,2
2875,neutral,neutral,neutral,1
2877,neutral,positive,positive,2
2878,neutral,positive,positive,2
2879,neutral,positive,positive,2
2880,neutral,positive,positive,2
2881,negative,negative,negative,0
2883,positive,positive,positive,2
2884,neutral,positive,positive,2
2885,neutral,negative,negative,0
2886,positive,positive,positive,2
2887,negative,negative,negative,0
2888,negative,negative,negative,0
2890,negative,negative,negative,0
2891,positive,positive,positive,2
2892,positive,positive,positive,2
2893,positive,positive,positive,2
2894,positive,positive,positive,2
2895,negative,neutral,negative,0
2896,neutral,negative,negative,0
2897,neutral,positive,positive,2
2898,negative,negative,negative,0
2899,negative,negative,negative,0
2900,neutral,positive,positive,2
2901,positive,positive,positive,2
2902,neutral,positive,positive,2
2903,neutral,neutral,neutral,1
2904,neutral,neutral,neutral,1
2905,positive,positive,positive,2
2907,neutral,positive,positive,2
2908,negative,negative,negative,0
2910,neutral,positive,positive,2
2911,neutral,positive,positive,2
2912,positive,neutral,positive,2
2913,negative,negative,negative,0
2915,neutral,neutral,neutral,1
2916,neutral,neutral,neutral,1
2917,neutral,neutral,neutral,1
2918,neutral,negative,negative,0
2919,positive,positive,positive,2
2922,neutral,positive,positive,2
2923,neutral,negative,negative,0
2924,neutral,neutral,neutral,1
2925,neutral,neutral,neutral,1
2926,positive,positive,positive,2
2927,neutral,positive,positive,2
2928,neutral,positive,positive,2
2929,neutral,negative,negative,0
2930,neutral,positive,positive,2
2931,negative,negative,negative,0
2932,neutral,positive,positive,2
2933,neutral,neutral,neutral,1
2934,positive,neutral,positive,2
2935,neutral,neutral,neutral,1
2936,neutral,negative,negative,0
2937,neutral,neutral,neutral,1
2938,positive,positive,positive,2
2939,negative,neutral,negative,0
2940,neutral,negative,negative,0
2941,neutral,positive,positive,2
2942,positive,positive,positive,2
2943,neutral,positive,positive,2
2944,negative,neutral,negative,0
2945,negative,negative,negative,0
2946,positive,positive,positive,2
2947,neutral,positive,positive,2
2948,negative,neutral,negative,0
2949,positive,positive,positive,2
2950,neutral,negative,negative,0
2951,neutral,positive,positive,2
2952,neutral,positive,positive,2
2953,neutral,positive,positive,2
2954,neutral,positive,positive,2
2955,neutral,positive,positive,2
2956,neutral,positive,positive,2
2957,neutral,neutral,neutral,1
2958,neutral,neutral,neutral,1
2959,neutral,negative,negative,0
2960,neutral,negative,negative,0
2961,negative,negative,negative,0
2962,neutral,positive,positive,2
2963,neutral,positive,positive,2
2964,neutral,positive,positive,2
2965,neutral,positive,positive,2
2966,neutral,positive,positive,2
2967,positive,positive,positive,2
2968,neutral,negative,negative,0
2969,positive,positive,positive,2
2970,neutral,neutral,neutral,1
2971,neutral,positive,positive,2
2972,positive,positive,positive,2
2973,positive,neutral,positive,2
2974,neutral,positive,positive,2
2975,neutral,negative,negative,0
2976,negative,neutral,negative,0
2977,neutral,positive,positive,2
2978,positive,positive,positive,2
2979,neutral,neutral,neutral,1
2980,negative,negative,negative,0
2981,neutral,neutral,neutral,1
2982,negative,negative,negative,0
2983,negative,negative,negative,0
2984,neutral,neutral,neutral,1
2985,neutral,neutral,neutral,1
2986,positive,positive,positive,2
2987,positive,positive,positive,2
2988,neutral,neutral,neutral,1
2989,neutral,positive,positive,2
2990,positive,positive,positive,2
2991,negative,negative,negative,0
2992,neutral,neutral,neutral,1
2993,neutral,negative,negative,0
2994,positive,positive,positive,2
2995,positive,positive,positive,2
2996,positive,positive,positive,2
2997,neutral,positive,positive,2
2998,neutral,negative,negative,0
2999,positive,positive,positive,2
3001,positive,positive,positive,2
3002,neutral,negative,negative,0
3003,neutral,positive,positive,2
3004,neutral,positive,positive,2
3005,neutral,positive,positive,2
3007,negative,negative,negative,0
3008,neutral,neutral,neutral,1
3009,positive,positive,positive,2
3010,neutral,negative,negative,0
3013,positive,positive,positive,2
3014,neutral,positive,positive,2
3015,neutral,neutral,neutral,1
3016,neutral,positive,positive,2
3017,neutral,neutral,neutral,1
3018,positive,neutral,positive,2
3019,positive,neutral,positive,2
3020,positive,positive,positive,2
3021,positive,positive,positive,2
3022,positive,positive,positive,2
3023,positive,positive,positive,2
3024,positive,positive,positive,2
3025,positive,positive,positive,2
3026,neutral,positive,positive,2
3027,positive,positive,positive,2
3028,positive,positive,positive,2
3029,positive,positive,positive,2
3030,positive,positive,positive,2
3031,positive,positive,positive,2
3032,positive,positive,positive,2
3033,positive,positive,positive,2
3034,positive,positive,positive,2
3036,neutral,positive,positive,2
3037,positive,positive,positive,2
3038,positive,positive,positive,2
3039,positive,positive,positive,2
3040,neutral,negative,negative,0
3041,neutral,neutral,neutral,1
3042,neutral,neutral,neutral,1
3043,neutral,neutral,neutral,1
3044,neutral,negative,negative,0
3045,positive,neutral,positive,2
3046,positive,neutral,positive,2
3047,negative,negative,negative,0
3048,negative,negative,negative,0
3049,neutral,positive,positive,2
3050,neutral,negative,negative,0
3051,negative,negative,negative,0
3052,negative,negative,negative,0
3055,neutral,negative,negative,0
3056,neutral,neutral,neutral,1
3057,positive,positive,positive,2
3058,negative,negative,negative,0
3059,positive,positive,positive,2
3060,negative,neutral,negative,0
3061,negative,neutral,negative,0
3063,neutral,neutral,neutral,1
3064,negative,neutral,negative,0
3065,neutral,positive,positive,2
3066,positive,positive,positive,2
3067,positive,neutral,positive,2
3068,positive,positive,positive,2
3069,neutral,positive,positive,2
3071,neutral,positive,positive,2
3072,neutral,neutral,neutral,1
3073,neutral,neutral,neutral,1
3074,positive,positive,positive,2
3075,neutral,negative,negative,0
3076,neutral,neutral,neutral,1
3077,negative,negative,negative,0
3078,negative,negative,negative,0
3079,negative,negative,negative,0
3080,negative,negative,negative,0
3082,negative,neutral,negative,0
3083,negative,negative,negative,0
3085,neutral,positive,positive,2
3086,positive,positive,positive,2
3087,negative,negative,negative,0
3088,positive,positive,positive,2
3089,negative,negative,negative,0
3090,negative,negative,negative,0
3091,positive,neutral,positive,2
3092,negative,negative,negative,0
3093,negative,neutral,negative,0
3094,neutral,neutral,neutral,1
3095,negative,negative,negative,0
3096,positive,neutral,positive,2
3097,neutral,positive,positive,2
3098,positive,positive,positive,2
3099,positive,positive,positive,2
3100,neutral,positive,positive,2
3101,positive,positive,positive,2
3102,positive,positive,positive,2
3103,positive,positive,positive,2
3104,positive,positive,positive,2
3105,negative,negative,negative,0
3106,negative,negative,negative,0
3107,negative,neutral,negative,0
3108,negative,neutral,negative,0
3109,positive,positive,positive,2
3110,positive,positive,positive,2
3111,negative,neutral,negative,0
3112,negative,neutral,negative,0
3113,neutral,positive,positive,2
3115,positive,positive,positive,2
3116,neutral,positive,positive,2
3117,neutral,negative,negative,0
3118,positive,positive,positive,2
3119,neutral,neutral,neutral,1
3120,neutral,positive,positive,2
3121,positive,neutral,positive,2
3122,positive,positive,positive,2
3123,neutral,negative,negative,0
3124,negative,negative,negative,0
3125,neutral,negative,negative,0
3126,neutral,positive,positive,2
3127,positive,positive,positive,2
3128,positive,positive,positive,2
3129,neutral,negative,negative,0
3130,neutral,negative,negative,0
3132,neutral,positive,positive,2
3133,negative,negative,negative,0
3134,negative,neutral,negative,0
3136,negative,negative,negative,0
3137,negative,neutral,negative,0
3138,neutral,positive,positive,2
3139,negative,negative,negative,0
3140,negative,negative,negative,0
3141,neutral,negative,negative,0
3142,positive,positive,positive,2
3143,neutral,positive,positive,2
3144,positive,positive,positive,2
3146,positive,positive,positive,2
3147,neutral,negative,negative,0
3148,positive,neutral,positive,2
3149,positive,neutral,positive,2
3150,neutral,negative,negative,0
3151,neutral,positive,positive,2
3152,positive,positive,positive,2
3154,neutral,positive,positive,2
3155,neutral,negative,negative,0
3156,positive,positive,positive,2
3157,neutral,positive,positive,2
3159,neutral,neutral,neutral,1
3161,positive,positive,positive,2
3162,neutral,positive,positive,2
3163,neutral,neutral,neutral,1
3164,negative,neutral,negative,0
3166,negative,negative,negative,0
3167,negative,negative,negative,0
3168,negative,negative,negative,0
3169,negative,negative,negative,0
3170,negative,negative,negative,0
3171,negative,negative,negative,0
3173,positive,positive,positive,2
3174,positive,neutral,positive,2
3175,negative,negative,negative,0
3176,neutral,positive,positive,2
3177,neutral,positive,positive,2
3178,positive,neutral,positive,2
3179,neutral,negative,negative,0
3180,neutral,neutral,neutral,1
3181,neutral,neutral,neutral,1
3182,positive,positive,positive,2
3183,negative,neutral,negative,0
3184,neutral,negative,negative,0
3185,positive,positive,positive,2
3187,neutral,negative,negative,0
3188,positive,positive,positive,2
3191,negative,neutral,negative,0
3193,negative,neutral,negative,0
3194,positive,positive,positive,2
3195,negative,neutral,negative,0
3196,positive,neutral,positive,2
3197,negative,negative,negative,0
3198,positive,positive,positive,2
3199,positive,positive,positive,2
3200,neutral,positive,positive,2
3201,neutral,positive,positive,2
3202,neutral,neutral,neutral,1
3203,positive,positive,positive,2
3204,neutral,positive,positive,2
3205,neutral,negative,negative,0
3206,positive,positive,positive,2
3207,negative,negative,negative,0
3208,positive,positive,positive,2
3209,positive,positive,positive,2
3210,negative,negative,negative,0
3211,positive,positive,positive,2
3212,neutral,neutral,neutral,1
3213,neutral,negative,negative,0
3214,positive,positive,positive,2
3215,positive,neutral,positive,2
3216,positive,positive,positive,2
3217,positive,positive,positive,2
3218,neutral,positive,positive,2
3219,positive,positive,positive,2
3220,positive,positive,positive,2
3222,negative,negative,negative,0
3223,negative,negative,negative,0
3224,negative,neutral,negative,0
3225,negative,neutral,negative,0
3227,neutral,positive,positive,2
3229,neutral,positive,positive,2
3232,positive,positive,positive,2
3233,negative,negative,negative,0
3234,positive,neutral,positive,2
3235,neutral,positive,positive,2
3236,neutral,positive,positive,2
3237,positive,positive,positive,2
3238,neutral,positive,positive,2
3240,positive,positive,positive,2
3241,positive,positive,positive,2
3242,neutral,positive,positive,2
3243,positive,positive,positive,2
3244,positive,positive,positive,2
3245,neutral,positive,positive,2
3246,positive,positive,positive,2
3247,neutral,negative,negative,0
3248,neutral,neutral,neutral,1
3249,positive,positive,positive,2
3250,neutral,positive,positive,2
3251,positive,positive,positive,2
3252,positive,positive,positive,2
3255,positive,positive,positive,2
3256,negative,negative,negative,0
3257,negative,neutral,negative,0
3258,positive,positive,positive,2
3259,positive,positive,positive,2
3260,positive,positive,positive,2
3261,neutral,positive,positive,2
3262,positive,positive,positive,2
3263,positive,positive,positive,2
3264,positive,positive,positive,2
3265,positive,positive,positive,2
3266,positive,positive,positive,2
3267,neutral,neutral,neutral,1
3268,neutral,negative,negative,0
3269,positive,positive,positive,2
3270,positive,positive,positive,2
3271,neutral,negative,negative,0
3272,positive,positive,positive,2
3274,negative,negative,negative,0
3275,positive,positive,positive,2
3276,neutral,positive,positive,2
3278,neutral,negative,negative,0
3279,neutral,negative,negative,0
3281,negative,negative,negative,0
3282,positive,positive,positive,2
3283,negative,neutral,negative,0
3284,negative,negative,negative,0
3285,positive,neutral,positive,2
3286,positive,positive,positive,2
3287,positive,neutral,positive,2
3288,positive,positive,positive,2
3289,positive,positive,positive,2
3290,positive,positive,positive,2
3292,positive,neutral,positive,2
3294,positive,positive,positive,2
3295,positive,positive,positive,2
3296,positive,positive,positive,2
3297,positive,positive,positive,2
3298,neutral,negative,negative,0
3299,neutral,neutral,neutral,1
3300,negative,negative,negative,0
3301,neutral,positive,positive,2
3303,positive,positive,positive,2
3304,neutral,positive,positive,2
3306,negative,negative,negative,0
3307,negative,negative,negative,0
3308,neutral,positive,positive,2
3310,negative,negative,negative,0
3311,negative,negative,negative,0
3313,negative,neutral,negative,0
3314,negative,negative,negative,0
3316,neutral,neutral,neutral,1
3317,neutral,neutral,neutral,1
3318,neutral,neutral,neutral,1
3319,neutral,positive,positive,2
3320,neutral,negative,negative,0
3321,neutral,positive,positive,2
3322,positive,neutral,positive,2
3323,neutral,positive,positive,2
3324,neutral,positive,positive,2
3326,positive,positive,positive,2
3327,neutral,positive,positive,2
3328,neutral,positive,positive,2
3329,neutral,neutral,neutral,1
3330,neutral,neutral,neutral,1
3331,positive,positive,positive,2
3332,negative,negative,negative,0
3333,neutral,neutral,neutral,1
3334,neutral,positive,positive,2
3335,neutral,positive,positive,2
3336,negative,neutral,negative,0
3337,negative,negative,negative,0
3338,neutral,positive,positive,2
3339,positive,neutral,positive,2
3340,positive,neutral,positive,2
3341,positive,positive,positive,2
3342,positive,positive,positive,2
3343,positive,positive,positive,2
3344,negative,neutral,negative,0
3345,positive,positive,positive,2
3346,negative,negative,negative,0
3347,neutral,negative,negative,0
3348,positive,positive,positive,2
3349,positive,neutral,positive,2
3350,positive,positive,positive,2
3351,neutral,positive,positive,2
3352,positive,positive,positive,2
3353,negative,neutral,negative,0
3354,negative,negative,negative,0
3356,neutral,negative,negative,0
3357,neutral,positive,positive,2
3358,negative,negative,negative,0
3360,negative,negative,negative,0
3361,neutral,positive,positive,2
3362,neutral,positive,positive,2
3363,positive,positive,positive,2
3364,positive,positive,positive,2
3365,neutral,negative,negative,0
3366,neutral,positive,positive,2
3367,positive,positive,positive,2
3368,neutral,positive,positive,2
3369,positive,positive,positive,2
3370,negative,neutral,negative,0
3371,neutral,positive,positive,2
3372,positive,positive,positive,2
3373,neutral,positive,positive,2
3374,neutral,neutral,neutral,1
3375,neutral,neutral,neutral,1
3376,positive,positive,positive,2
3377,neutral,neutral,neutral,1
3378,positive,positive,positive,2
3379,neutral,positive,positive,2
3380,neutral,neutral,neutral,1
3381,neutral,positive,positive,2
3382,positive,positive,positive,2
3384,neutral,neutral,neutral,1
3385,positive,positive,positive,2
3386,neutral,positive,positive,2
3387,neutral,positive,positive,2
3388,positive,positive,positive,2
3389,positive,positive,positive,2
